datetime,open,high,low,close,rsi,ema_9,ema_21,macd_line,future_return,target
2024-01-02 05:15:00,2071.69995,2071.90991,2070.94995,2071.61011,68.9995784338048,2070.1518914110015,2068.7981590910163,1.3142996979263444,0.002085247595166262,1
2024-01-02 05:30:00,2071.59009,2072.34009,2070.96997,2072.23999,71.57961133535511,2070.5695111288014,2069.111052810015,1.416191673272806,0.001428386680251359,0
2024-01-02 05:45:00,2072.23999,2074.88989,2072.070068,2074.57007,78.82363129665379,2071.369622903041,2069.6073271000137,1.6657579596749201,-0.00018805824187007047,0
2024-01-02 06:00:00,2074.63989,2075.030029,2073.01001,2074.87988,79.5921065619473,2072.071674322433,2070.0866500909215,1.867018292785815,0.0003326409430508548,0
2024-01-02 06:15:00,2074.92993,2076.76001,2074.38989,2075.92993,82.04578110673762,2072.8433254579463,2070.617857355383,2.087189000576018,-0.0002744890334519523,0
2024-01-02 06:30:00,2075.98999,2076.69995,2074.87988,2075.19995,75.07366118693216,2073.3146503663575,2071.0344112321663,2.177669765932478,3.8589052587356676e-05,0
2024-01-02 06:45:00,2075.28003,2075.30005,2073.94995,2074.17993,66.32322954869673,2073.487706293086,2071.3203674837873,2.1423733881806584,-0.0004724662435623417,0
2024-01-02 07:00:00,2074.21997,2075.84009,2073.44995,2075.57007,71.37550536208235,2073.904179034469,2071.7067040761704,2.2011993783958133,-0.000679408525099956,0
2024-01-02 07:15:00,2075.46997,2076.48999,2074.55005,2075.36011,69.622663395301,2074.195365227575,2072.0388318874275,2.2054542780988413,-0.0012624893325139386,0
2024-01-02 07:30:00,2075.26001,2075.86011,2074.73999,2075.28003,68.90554194993322,2074.41229818206,2072.3334862612974,2.177266358742145,-0.000650562806215671,0
2024-01-02 07:45:00,2075.26001,2075.48999,2073.19995,2073.19995,53.11568128207899,2074.169828545648,2072.4122556920884,1.9644373466107936,7.725255829749145e-05,0
2024-01-02 08:00:00,2073.67993,2074.61011,2072.42993,2074.15991,58.04552371306447,2074.1678448365187,2072.571133356444,1.8518822248943252,0.0002314093516542215,0
2024-01-02 08:15:00,2074.090088,2074.26001,2072.34009,2072.73999,49.49261125727042,2073.882273869215,2072.5864839604037,1.629323970274072,0.000945588935156394,0
2024-01-02 08:30:00,2072.78003,2074.48999,2071.88989,2073.92993,55.58630811957558,2073.891805095372,2072.7086154185486,1.5313111614377704,0.002136128099564205,1
2024-01-02 08:45:00,2074.01001,2074.030029,2072.53003,2073.36011,52.23323539539645,2073.785466076298,2072.7678421986807,1.3916139333014144,0.001799001525113697,0
2024-01-02 09:00:00,2073.38989,2075.59009,2073.36011,2074.63989,58.48290703593594,2073.9563508610386,2072.938028362437,1.3683964020460735,0.00016875217799849906,0
2024-01-02 09:15:00,2074.63989,2075.65991,2074.070068,2074.69995,58.7642350167811,2074.105070688831,2073.0982030567607,1.3394028786747185,1.9299176249543137e-05,0
2024-01-02 09:30:00,2074.78003,2078.90991,2074.71997,2078.36011,71.73380499327911,2074.956078551065,2073.576558233419,1.5934018802649916,-0.0012702995921144433,0
2024-01-02 09:45:00,2078.36011,2078.92993,2076.90991,2077.090088,63.976025338932544,2075.382880440852,2073.895970030381,1.6729332247555249,-0.00048144276734907177,0
2024-01-02 10:00:00,2077.11011,2077.82007,2074.63989,2074.98999,53.37114240002126,2075.3043023526816,2073.995426391255,1.548650155912128,-0.00045298579970498576,0
2024-01-02 10:15:00,2075.070068,2075.44995,2073.57007,2074.73999,52.22606751938608,2075.1914398821455,2074.06311399205,1.4136859264085615,0.00016874307223435636,0
2024-01-02 10:30:00,2074.69995,2076.19995,2074.44995,2075.71997,56.3088441244083,2075.297145905716,2074.2137372655,1.3700093827646924,-0.0034012584077033337,-1
2024-01-02 10:45:00,2075.71997,2076.59009,2075.48999,2076.090088,57.8214868969352,2075.4557343245733,2074.3843146050003,1.349702308596079,-0.0032513030330502124,-1
2024-01-02 11:00:00,2076.050049,2076.28003,2073.88989,2074.050049,47.70629193930674,2075.1745972596586,2074.3539268227278,1.155672831015636,-0.003476270499584211,-1
2024-01-02 11:15:00,2074.17993,2075.94995,2072.88989,2075.090088,52.421139781884854,2075.157695407727,2074.420850566116,1.0734514473729178,-0.00430351340004087,-1
2024-01-02 11:30:00,2075.090088,2075.090088,2068.53003,2068.65991,32.37134736614516,2073.8581383261817,2073.897128696469,0.48385124711285243,-0.0006863960543421754,0
2024-01-02 11:45:00,2068.65991,2070.40991,2068.36011,2069.34009,35.28069500953458,2072.9545286609455,2073.4828524513355,0.07065916716965148,-0.0006330815347032059,0
2024-01-02 12:00:00,2069.32007,2069.53003,2066.53003,2066.84009,30.008589345773117,2071.7316409287564,2072.8789649557593,-0.45330225349425746,-0.000580693206894467,0
2024-01-02 12:15:00,2066.76001,2067.17993,2065.17993,2066.15991,28.711573426390643,2070.617294743005,2072.268141777963,-0.912906873632437,0.0004743001716649431,0
2024-01-02 12:30:00,2066.050049,2068.38989,2065.63989,2067.23999,33.76273947594332,2069.941833794404,2071.8110370708755,-1.176432238428788,0.0012190263405265078,0
2024-01-02 12:45:00,2067.26001,2068.19995,2066.76001,2068.030029,37.369431558542885,2069.5594728355236,2071.467309064432,-1.3064682907515817,-0.0008268540475819819,0
2024-01-02 13:00:00,2067.96997,2068.84009,2064.94995,2065.63989,31.587712341590887,2068.7755562684188,2070.937543694938,-1.5841262201697646,-0.00011133595991896783,0
2024-01-02 13:15:00,2065.69995,2068.67993,2065.51001,2067.13989,38.249718615250394,2068.448423014735,2070.5923024499434,-1.6639536438428877,-0.0005562758503004916,0
2024-01-02 13:30:00,2067.13989,2071.030029,2067.030029,2069.76001,48.06529879954569,2068.710740411788,2070.5166394999483,-1.4985216408076667,-0.0018698399724130788,0
2024-01-02 13:45:00,2069.84009,2069.84009,2064.96997,2066.32007,39.017826139500364,2068.2326063294304,2070.1351331817714,-1.6262436710135262,0.0019792867810646264,0
2024-01-02 14:00:00,2066.32007,2067.32007,2065.01001,2065.40991,36.9718918774168,2067.6680670635446,2069.705567437974,-1.7803834534138332,0.0009248333663705033,0
2024-01-02 14:15:00,2065.51001,2067.92993,2064.80005,2065.98999,39.22850026373921,2067.332451650836,2069.3677876708853,-1.8345847820360177,-0.0005131002595033518,0
2024-01-02 14:30:00,2065.80005,2069.88989,2062.30005,2065.88989,38.9610419114273,2067.043939320669,2069.05161515535,-1.864128446545692,-0.00331084489696587,-1
2024-01-02 14:45:00,2065.92993,2070.42993,2065.92993,2070.40991,54.51888354398286,2067.717133456535,2069.1750965048636,-1.5054601672122772,-0.005356349941350369,-1
2024-01-02 15:00:00,2070.63989,2070.63989,2066.59009,2067.32007,45.676178801977784,2067.637720765228,2069.0064577316944,-1.453778977795082,-0.0004112087007408505,0
2024-01-02 15:15:00,2067.36011,2067.84009,2064.070068,2064.92993,40.087693881322956,2067.0961626121825,2068.6358643015406,-1.5873871743738164,0.0003535132061358581,0
2024-01-02 15:30:00,2064.84009,2065.34009,2055.98999,2059.050049,30.04103082497126,2065.4869398897463,2067.764426546855,-2.143026414720225,0.002943134385171131,1
2024-01-02 15:45:00,2058.84009,2059.80005,2057.57007,2059.32007,30.92435920002856,2064.253565911797,2066.996757769868,-2.532394213684711,0.003331128608871081,1
2024-01-02 16:00:00,2059.40991,2067.67993,2059.30005,2066.46997,49.63433636647107,2064.6968467294378,2066.9488679726073,-2.2382328685575885,-0.0007984146994403085,0
2024-01-02 16:15:00,2066.42993,2067.050049,2064.78003,2065.65991,47.99773179425281,2064.8894593835503,2066.8316899750976,-2.0468778218792067,-0.0007599614982118919,0
2024-01-02 16:30:00,2065.48999,2065.63989,2064.19995,2065.11011,46.833176290440065,2064.9335895068402,2066.675182704634,-1.9174882232346135,-0.00019861410682842084,0
2024-01-02 16:45:00,2065.070068,2066.98999,2065.070068,2066.17993,49.48313632992934,2065.1828576054722,2066.6301597314855,-1.7089211220377365,-0.0016551898265703135,0
2024-01-02 17:00:00,2066.15991,2067.01001,2064.76001,2064.82007,46.22887159816198,2065.1103000843777,2066.4656061195324,-1.6345178248375305,-0.0009879989204096828,0
2024-01-02 17:15:00,2064.80005,2065.030029,2062.82007,2064.090088,44.48395568461576,2064.9062576675024,2066.2496499268477,-1.6158298418476988,0.00021314089077684173,0
2024-01-02 17:30:00,2064.090088,2065.21997,2063.80005,2064.69995,46.3632741573969,2064.864996134002,2066.1087681153163,-1.5341242843273903,-0.0013948176828308956,0
2024-01-02 17:45:00,2064.69995,2064.69995,2061.90991,2062.76001,41.40889005591963,2064.4439989072016,2065.8043355593786,-1.6073801092406939,-0.0007271810548624691,0
2024-01-02 18:00:00,2062.84009,2063.38989,2061.57007,2062.78003,41.48059494085565,2064.1112051257614,2065.5293986903444,-1.6448595149795437,-0.00048478266487772537,0
2024-01-02 18:15:00,2062.76001,2065.030029,2062.65991,2064.53003,47.69745774139882,2064.194970100609,2065.438546991222,-1.515877744376212,-0.0013805078921521607,0
2024-01-02 18:30:00,2064.61011,2064.61011,2061.53003,2061.82007,40.32620852203148,2063.7199900804876,2065.1095945374745,-1.6137278358478397,0.0,0
2024-01-02 18:45:00,2061.69995,2062.53003,2060.67993,2061.26001,38.94417819669945,2063.2279940643903,2064.759632306795,-1.7166781031164646,-0.00014071005045102059,0
2024-01-02 19:00:00,2061.26001,2062.21997,2061.050049,2061.78003,41.029198058641796,2062.938401251512,2064.4887593698136,-1.7362907842748427,-0.0003928935134752676,0
