datetime,open,high,low,close,rsi,ema_9,ema_21,macd_line,ema_diff,ema_distance,atr,volatility_close_std,ema_9_slope,ema_21_slope,future_return,target
2025-05-01 03:25:00,3232.85,3233.8,3231.59,3233.19,35.1806269474952,3236.7153703296203,3240.6361763576483,-4.330352269820196,-3.9208060280279824,3.9208060280279824,5.442391149393403,4.672180552067118,-2.9507435954187713,-2.2941843743819845,-0.0021062789381385283,-1
2025-05-01 03:30:00,3233.5,3237.13,3232.92,3235.05,40.016632925637815,3236.382296263697,3240.128342143317,-4.232175231512429,-3.746045879619942,3.746045879619942,5.35436321015102,4.2254014930871735,-2.4285948763345004,-2.1165312494381396,-0.0026707469745445023,-1
2025-05-01 03:35:00,3234.76,3234.86,3231.31,3232.24,35.562846526247085,3235.5538370109575,3239.4112201302883,-4.331185526496029,-3.857383119330734,3.857383119330734,5.239051552283107,4.222627539026137,-2.042875901067873,-1.9695738631253334,-0.002734945424844648,-1
2025-05-01 03:40:00,3232.22,3235.04,3229.5,3235.04,42.632004960235946,3235.4510696087664,3239.01383648208,-4.136037631950785,-3.562766873313649,3.562766873313649,5.260547869977168,3.3940505136046895,-1.264300720853953,-1.6223398755682865,-0.002599658736831656,-1
2025-05-01 04:35:00,3226.99,3226.99,3221.15,3223.4,25.94685313777373,3227.2235768009596,3231.399826287817,-4.720928651488066,-4.176249486857614,4.176249486857614,4.535573529848404,2.5977274256179497,-1.9587216384143176,-2.0188425012679545,0.0034466712167278146,1
2025-05-01 04:40:00,3223.48,3226.74,3221.57,3226.63,38.892697483275114,3227.1048614407678,3230.9662057161972,-4.505849681010204,-3.861344275429474,3.861344275429474,4.580889706287776,1.7968271418835664,-1.516977310731363,-1.8125840920620249,0.0021291564263643536,1
2025-05-01 04:45:00,3226.68,3230.66,3226.68,3229.74,48.52067492756443,3227.6318891526143,3230.85473246927,-4.037900633701156,-3.2228433166555988,3.2228433166555988,4.541540441552916,1.8944585858140999,-0.547581848585196,-1.3450764473291201,0.002185934471505613,1
2025-05-01 04:50:00,3229.73,3231.91,3228.0,3228.0,44.192208921225266,3227.7055113220918,3230.5952113357,-3.764061344399579,-2.889700013608035,2.889700013608035,4.496430410013412,1.7510365184428667,0.4819345211321888,-0.8046149521173902,0.0027819083023543634,1
2025-05-01 04:55:00,3227.21,3228.37,3225.58,3226.53,40.777502451928875,3227.470409057674,3230.2256466688177,-3.6238845639568353,-2.7552376111439116,2.7552376111439116,4.374542523583879,1.7062632986958435,0.3655476169060421,-0.74055904737952,0.003182986056227577,1
2025-05-01 05:00:00,3226.34,3227.38,3223.98,3224.07,35.65478139489139,3226.790327246139,3229.666042426198,-3.6690009375251975,-2.87571518005916,2.87571518005916,4.304932343327894,1.7825602685867952,-0.8415619064753628,-1.1886900430718015,0.005272838368894028,1
2025-05-01 05:05:00,3223.32,3229.76,3223.32,3226.97,44.74675661618364,3226.8262617969112,3229.42094766018,-3.4311975158188943,-2.594685863268751,2.594685863268751,4.457437175947335,1.7908545446330426,-0.8792495251805121,-1.1742636755197964,0.004239270894988323,1
2025-05-01 05:10:00,3226.82,3229.72,3226.23,3229.38,51.12375531435411,3227.3370094375296,3229.417225145618,-3.0135316154414795,-2.080215708088417,2.080215708088417,4.38833452052251,2.0052179155694927,-0.133399620144246,-0.8084215231997405,0.0026692430125905275,1
2025-05-01 05:15:00,3229.32,3231.35,3228.09,3229.02,50.162843251696025,3227.673607550024,3229.3811137687435,-2.6806762049982353,-1.7075062187195726,1.7075062187195726,4.307739197628028,2.121368792922865,0.8832803038849306,-0.2849286574546568,0.0033106019783091245,1
2025-05-01 05:20:00,3229.27,3231.87,3229.27,3230.4,53.856885659985686,3228.2188860400192,3229.4737397897666,-2.2792575648500133,-1.2548537497473262,1.2548537497473262,4.203614969226019,2.357070686732374,1.3926242431080027,0.052792129586578085,0.002015230312035543,1
2025-05-01 05:30:00,3230.71,3232.14,3228.68,3231.77,57.637889854244385,3229.316487065613,3229.7788758593106,-1.5258626342920252,-0.4623887936977553,0.4623887936977553,4.2398006622408175,2.2932403081972317,1.642879515588902,0.39776209056708467,0.0022093156381797208,1
2025-05-01 06:00:00,3236.5,3241.41,3236.01,3241.07,74.86496960848363,3235.294868545329,3232.9042953809158,1.295344384807322,2.3905731644131265,2.3905731644131265,4.044508467017003,3.783829482888645,3.1475471677340465,1.8241482289167834,-0.003248927051868744,-1
2025-05-01 06:05:00,3240.87,3243.01,3239.14,3240.65,72.97244115581336,3236.3658948362636,3233.608450346287,1.710881448307191,2.7574444899764785,2.7574444899764785,4.032043576515814,3.8193507301660037,3.2520377341875246,1.9919529353787766,-0.0032586055266690117,-1
2025-05-01 06:10:00,3240.46,3241.27,3237.31,3238.0,61.986979478274144,3236.692715869011,3234.0076821329885,1.805551438817929,2.685033736022433,2.685033736022433,4.026897606764686,3.47384769064449,2.8416301873498924,1.9199572139809788,-0.0020815318097590074,-1
2025-05-01 06:15:00,3237.89,3239.97,3234.0,3239.71,65.69024446482067,3237.296172695209,3234.5260746663535,1.995557255442236,2.7700980288555,2.7700980288555,4.165690634852909,3.0570590442475636,2.0013041498800703,1.6217792854376967,-0.004139259378154181,-1
2025-05-01 06:30:00,3235.42,3240.26,3235.27,3238.91,60.06953487929045,3237.331720419948,3235.209830703496,1.795140757761601,2.121889716451733,2.121889716451733,4.080197640222967,1.8207214687260895,0.03554772473898993,0.6837560371427571,-0.002392780287195362,-1
2025-05-01 07:15:00,3231.2,3231.62,3226.3,3226.3,30.170234342538052,3232.321985217418,3233.753814565599,-0.8090073855801165,-1.4318293481810542,1.4318293481810542,4.019774331195877,4.230768777003619,-3.2422046603501258,-1.542612621212811,0.0023990329479588457,1
2025-05-01 08:20:00,3233.97,3236.63,3233.73,3236.63,59.59128078278515,3233.626727308261,3233.3007854073535,0.06758968969370471,0.3259419009073099,0.3259419009073099,3.687528586105165,1.9818535095612635,1.070619284314489,0.4240700301661491,-0.002647815783700991,-1
2025-05-01 08:25:00,3236.61,3236.61,3233.87,3234.39,52.78432923379195,3233.779381846609,3233.399804915776,0.14094069363909512,0.37957693083308186,0.37957693083308186,3.6212765442405264,2.015441501128389,1.194495427451784,0.5391545728780329,-0.0026836590516294834,-1
2025-05-01 08:30:00,3234.44,3234.7,3232.97,3233.52,50.30458855903006,3233.7275054772877,3233.410731741614,0.12740155777146356,0.3167737356734506,0.3167737356734506,3.4861853625090617,1.967057870702691,0.8515963419617947,0.4428677935252381,-0.0031884757168658684,-1
2025-05-01 08:35:00,3233.39,3234.03,3232.65,3232.68,47.89095000253066,3233.5180043818305,3233.344301583286,0.04833355607706835,0.17370279854458204,0.17370279854458204,3.3357435509012796,1.8907520549663428,-0.10872292643034598,0.043516175932381884,-0.003056287662249191,-1
2025-05-01 08:40:00,3232.68,3233.42,3232.03,3232.31,46.79215269216672,3233.2764035054647,3233.2502741666235,-0.043680787769972085,0.02612933884120139,0.02612933884120139,3.1967618686940362,1.7323959003590879,-0.5029783411441713,-0.1495307491522908,-0.0028400741265534046,-1
2025-05-01 08:45:00,3232.3,3234.05,3232.3,3232.56,47.693139770624654,3233.1331228043723,3233.1875219696576,-0.09533099120835686,-0.05439916528530375,0.05439916528530375,3.093421735215891,1.2998636680743902,-0.5943826729153443,-0.22320977195658998,-0.0027470487786770414,-1
2025-05-01 08:50:00,3232.7,3235.2,3232.69,3233.76,52.02575160304366,3233.258498243498,3233.2395654269612,-0.03898478602513933,0.018932816536562314,0.018932816536562314,3.061034468414747,1.2983818989726807,-0.2595061383326538,-0.10473615632463407,-0.004085027955073928,-1
2025-05-01 08:55:00,3233.58,3235.07,3232.91,3235.07,56.405694358874825,3233.6207985947985,3233.405968569965,0.11010679679338864,0.21483002483364544,0.21483002483364544,2.996674863528001,1.3465197939798617,0.3443950893338297,0.15569440334138562,-0.005131264547598824,-1
2025-05-01 09:00:00,3235.02,3236.01,3234.45,3234.68,54.75216336180145,3233.832638875839,3233.521789609059,0.19455055202979565,0.31084926678022384,0.31084926678022384,2.8940552304188865,1.3176173782924503,0.69951607146686,0.3342676394013324,-0.00514115770338941,-1
2025-05-01 09:05:00,3234.67,3234.67,3229.25,3229.4,37.996549144824236,3232.9461111006717,3233.1470814627805,-0.16270349218075353,-0.20097036210881924,0.20097036210881924,3.0751941425318114,1.952104277731213,-0.3123871428260827,-0.09248396418070115,-0.003616770917198364,-1
2025-05-01 09:10:00,3229.49,3233.13,3228.22,3230.18,40.962117975741926,3232.3928888805376,3232.8773467843457,-0.37852699129553,-0.4844579038081065,0.4844579038081065,3.2062517037795613,1.866715773171445,-1.2279097142609317,-0.5286217856191797,-0.004708715922951634,-1
2025-05-01 09:15:00,3230.15,3230.26,3228.15,3228.32,36.35497368609975,3231.5783111044307,3232.4630425312234,-0.6916818468266683,-0.8847314267927686,0.8847314267927686,3.127948010652459,2.258002066732031,-2.254327771408498,-1.0587470778355055,-0.004361401595876613,-1
2025-05-01 09:20:00,3228.29,3229.66,3228.0,3228.06,35.730793518505294,3230.874648883545,3232.062765937476,-0.9498894191447107,-1.1881170539309096,1.1881170539309096,3.02309458132013,2.556633202743331,-2.0714622171267365,-1.0843155253046461,-0.004144904369807301,-1
2025-05-01 09:25:00,3228.06,3228.22,3225.42,3225.71,30.47599540705535,3229.8417191068365,3231.4852417613415,-1.328828235984929,-1.6435226545049773,1.6435226545049773,3.0071592540829584,3.1431910536969676,-2.5511697737010763,-1.3921050230042056,-0.002297168685343687,-1
2025-05-01 10:00:00,3218.79,3220.54,3217.28,3218.05,20.102524353070294,3222.484596938835,3226.399822137519,-3.5785268298363917,-3.915225198684311,3.915225198684311,3.078443568544437,3.534706651365696,-3.470475207326217,-2.467591127518517,0.0026382436568728185,1
2025-05-01 10:05:00,3218.06,3218.31,3216.32,3217.72,19.611944503795556,3221.531677551068,3225.6107473977445,-3.7962884586791006,-4.079069846676703,4.079069846676703,3.000697599362676,3.4154056209564843,-3.342380165861414,-2.500537388653356,0.0020604651740985247,1
2025-05-01 10:10:00,3217.76,3218.13,3214.59,3214.97,15.997188312636666,3220.2193420408544,3224.643406725222,-4.143010094283909,-4.42406468436775,4.42406468436775,3.0392191994081967,3.4019649550915396,-3.373904132688949,-2.591397626048547,0.0026687651828789516,1
2025-05-01 10:15:00,3214.31,3217.54,3213.75,3214.24,15.17236794312052,3219.023473632684,3223.6976424774743,-4.425677927372817,-4.674168844790529,4.674168844790529,3.092846399450466,3.505471279159662,-3.4611233061509665,-2.7021796600447487,0.0033973816516501554,1
2025-05-01 10:20:00,3214.25,3216.19,3213.62,3214.68,18.003740816588916,3218.1547789061474,3222.877856797704,-4.561606538170054,-4.723077891556841,4.723077891556841,3.0555002280611587,3.588439617580278,-3.376898644920402,-2.732890600040264,0.003319148406684347,1
2025-05-01 10:40:00,3222.5,3225.31,3221.45,3224.0,56.856235350375435,3220.235877439959,3222.400892560415,-2.8620180070588503,-2.1650151204557915,2.1650151204557915,3.146490316890227,3.210712797308639,2.05205431504055,-0.0607954374977453,-0.002946650124069472,-1
2025-05-01 10:45:00,3224.26,3224.32,3221.89,3223.0,53.25634047684231,3220.788701951967,3222.4553568731044,-2.454435397378802,-1.6666549211372512,1.6666549211372512,3.095312437112374,3.5444473006095065,2.267643452032189,0.22927687500214233,-0.004697486813527774,-1
2025-05-01 10:50:00,3222.94,3223.45,3221.91,3222.89,52.84737624661521,3221.2089615615737,3222.49486988464,-2.1159084479436387,-1.285908323066451,1.285908323066451,2.9842186916043447,3.766018233288452,1.9141147616255694,0.25388806818364174,-0.005476451259583848,-1
2025-05-01 10:55:00,3222.53,3223.43,3221.57,3222.83,52.60256184890928,3221.533169249259,3222.5253362587637,-1.8313541890083798,-0.9921670095045556,0.9921670095045556,2.903917356489725,3.886729702192022,1.2972918093000771,0.12444369834884128,-0.005358644421207481,-1
2025-05-01 11:00:00,3222.91,3226.74,3222.65,3226.54,64.04568743655172,3222.5345353994076,3222.8903056897852,-1.2915882688853344,-0.35577029037767716,0.35577029037767716,2.988637545311865,4.035851004862338,1.7458334474404182,0.4349488166808442,-0.0056376180056655345,-1
2025-05-01 11:05:00,3226.61,3226.68,3223.0,3224.35,55.2904554333195,3222.897628319526,3223.023005172532,-1.028676641792572,-0.12537685300594603,0.12537685300594603,3.0380205777895775,3.4065989882540553,1.6886667579524328,0.5281352878919279,-0.005963992742723301,-1
2025-05-01 11:10:00,3224.26,3224.26,3222.91,3223.55,52.383897789886994,3223.0281026556213,3223.0709137932113,-0.8747866018566128,-0.0428111375899789,0.0428111375899789,2.9238762508046117,2.295811645412352,1.494933406362179,0.5455775344476024,-0.005211645546059573,-1
2025-05-01 11:15:00,3223.73,3225.39,3223.07,3225.16,57.392413982025566,3223.454482124497,3223.260830721101,-0.6158153557316837,0.19365140339641584,0.19365140339641584,2.880742232889976,1.7774688620760841,0.9199467250896305,0.3705250313155375,-0.00515633332919907,-1
2025-05-01 11:20:00,3225.07,3227.02,3223.76,3225.35,57.972080673433965,3223.833585699598,3223.4507552010004,-0.3907431218071906,0.3828304985977411,0.3828304985977411,2.9078320733978176,1.339047754555021,0.9359573800720682,0.42775002846838106,-0.003196552312152101,-1
2025-05-01 11:40:00,3220.05,3220.05,3214.5,3214.5,30.567074830753057,3221.393756702556,3222.4259717239265,-1.1654358968394263,-1.0322150213705754,1.0322150213705754,3.2350406561931053,3.5061699584981736,-2.293111857122767,-0.9928966406191648,0.0036864209052729358,1
2025-05-01 11:45:00,3214.02,3214.82,3206.68,3207.86,22.93588269155819,3218.687005362045,3221.101792476297,-2.1857162855121715,-2.4147871142517943,2.4147871142517943,3.5853948950364787,5.942958111178218,-5.244489485698068,-2.45263330965372,0.005742145854245484,1
2025-05-01 11:50:00,3207.64,3208.15,3203.5,3205.24,20.67313771927718,3215.997604289636,3219.6598113420882,-3.169175663696933,-3.6622070524522314,3.6622070524522314,3.6614381168195935,7.544332383401129,-7.1195915885587056,-3.5587575542308514,0.00790892413672628,1
2025-05-01 11:55:00,3204.81,3207.39,3203.6,3205.56,21.721160459601947,3213.910083431709,3218.3780103109893,-3.8780492430305458,-4.467926879280185,4.467926879280185,3.670621108475334,8.456018829483641,-7.4836732708467935,-4.047961412937184,0.006660302724017075,1
2025-05-01 12:00:00,3205.32,3208.85,3201.9,3208.35,30.602998529527014,3212.7980667453676,3217.46637300999,-4.16667613005211,-4.668306264622515,4.668306264622515,3.90486245786994,8.614122061419677,-5.888938616677478,-3.6354194663067574,0.00485296180279593,1
2025-05-01 12:05:00,3208.63,3209.96,3204.57,3205.12,26.705272606657303,3211.262453396294,3216.3439754636274,-4.602988635495876,-5.081522067333481,5.081522067333481,4.0109437108792205,8.57448184376478,-4.735150893342052,-3.3158358784608026,0.005110573083067171,1
2025-05-01 12:10:00,3205.12,3207.69,3203.33,3206.75,31.590725954223984,3210.359962717035,3215.471795876025,-4.762344716564257,-5.111833158990066,5.111833158990066,4.035876302959285,7.819360942924441,-3.5501207146739944,-2.906214434964113,0.006957199656973501,1
2025-05-01 12:15:00,3206.87,3208.55,3203.68,3208.53,36.70944103355383,3209.9939701736284,3214.840723523659,-4.690930310375279,-4.846753350030667,4.846753350030667,4.095456567033646,6.843704000366449,-2.8040965717391373,-2.6256494863309854,0.004615820952273975,1
2025-05-01 12:20:00,3208.61,3215.15,3208.61,3215.04,51.466662864208736,3211.0031761389027,3214.858839566963,-4.062204717943587,-3.855663428060325,3.855663428060325,4.275781097959807,5.033936939544034,-0.25927725739120433,-1.4851358966643602,0.003359211704986542,1
2025-05-01 12:25:00,3215.69,3219.67,3215.43,3218.89,57.914774714241624,3212.5805409111226,3215.225308697239,-3.21619800344115,-2.6447677861165175,2.6447677861165175,4.301082448105542,4.820837179505888,2.220578194087466,-0.24648717878608295,0.00257231530123736,1
2025-05-01 12:50:00,3225.73,3231.08,3225.07,3230.59,72.84197880564564,3222.240238045758,3219.508546111008,1.277364845260763,2.7316919347499606,2.7316919347499606,4.840788613755478,9.16847382187248,5.551491862638613,2.769861237256464,-0.002318461952770301,-1
2025-05-01 13:20:00,3223.34,3226.51,3221.05,3225.84,56.006533625976765,3224.376925122268,3221.946125112828,1.9381286658776844,2.4308000094397357,2.4308000094397357,5.341363920429132,2.6815716784666783,1.4182432428387983,1.3358725876537392,-0.0024427745951441926,-1
2025-05-01 14:25:00,3218.38,3222.83,3218.32,3222.83,50.47999651870847,3222.096062038213,3222.545530641988,-0.02153259073065783,-0.44946860377513076,0.44946860377513076,6.366033335503475,2.740642463223383,-1.762340380169917,-0.8175406424979883,-0.002339558710822476,-1
2025-05-01 14:30:00,3222.82,3227.37,3220.78,3224.62,53.62280495557725,3222.6008496305703,3222.7341187654433,0.15499958705731842,-0.13326913487298953,0.13326913487298953,6.382030954396062,2.3359166652045587,-0.29987230413644284,-0.23867331136216308,-0.004825374772841395,-1
2025-05-01 14:35:00,3224.7,3228.29,3223.31,3227.82,58.81478504893556,3223.6446797044564,3223.1964716049483,0.546812551569019,0.44820809950806506,0.44820809950806506,6.281885886224916,2.907450391303131,1.7321021566908712,0.6793878987614335,-0.005012671090705245,-1
2025-05-01 14:40:00,3227.89,3231.03,3227.7,3229.95,61.96405484827965,3224.9057437635656,3223.810428731771,1.0174715687608114,1.0953150317945983,1.0953150317945983,6.071036894351734,3.708077669103761,2.809681725352675,1.264898089782946,-0.00717038963451444,-1
2025-05-01 14:45:00,3229.96,3231.36,3225.48,3225.56,52.73042952904537,3225.0365950108526,3223.969480665246,1.0244269632125906,1.0671143456065693,1.0671143456065693,6.057391401898046,3.7641851708045606,2.435745380282242,1.2353618998026832,-0.005530822554843273,-1
2025-05-01 14:50:00,3225.62,3225.84,3220.24,3220.24,43.91827178496764,3224.077276008682,3223.630436968406,0.5938145005957267,0.4468390402762452,0.4468390402762452,6.024720587476784,3.793363356661318,0.4325963042256262,0.4339653634574461,-0.0022172260452636428,-1
2025-05-01 15:00:00,3219.18,3221.6,3218.76,3220.3,44.77609695513413,3222.5062566455567,3222.9433363375256,-0.09561649239049075,-0.43707969196884733,0.43707969196884733,5.676876424916187,4.108844254924006,-2.5303383652958473,-1.0261443277204307,-0.002378660373257291,-1
2025-05-01 15:05:00,3220.4,3221.13,3217.4,3219.08,42.725197953337606,3221.8210053164457,3222.592123943205,-0.38362533652889397,-0.7711186267592893,0.7711186267592893,5.53781382313646,4.107854806492324,-2.256270692236285,-1.0383130252007504,-0.0027834039539247346,-1
2025-05-01 15:10:00,3219.06,3221.18,3218.16,3218.16,41.14608902853267,3221.088804253157,3222.189203584732,-0.6782918060207521,-1.100399331574863,1.100399331574863,5.357969978626712,4.082437180587641,-1.969016553788606,-1.0184663865461516,-0.002529395679518709,-1
2025-05-01 15:40:00,3211.66,3212.49,3206.0,3206.79,28.61913508970588,3213.7503086221404,3217.6592441777234,-3.2718850721939816,-3.908935555582957,3.908935555582957,5.22748551764207,4.533821174749661,-4.550919155476549,-2.837219822825773,0.0021672763105784476,1
2025-05-01 15:45:00,3206.72,3209.23,3205.0,3207.72,31.23154723447412,3212.5442468977126,3216.755676525203,-3.622498747962254,-4.211429627490361,4.211429627490361,5.1562365520962095,4.828870238259492,-3.9087353243812686,-2.701108929842121,0.0026217999077227105,1
2025-05-01 16:05:00,3212.54,3213.24,3209.9,3210.12,40.489959248062654,3212.635403529303,3215.541895038046,-2.973382924380985,-2.9064915087428744,2.9064915087428744,5.117619277499469,3.3647567189854097,-0.019993988867099688,-0.8814472575932086,0.0021058402801141796,1
2025-05-01 16:10:00,3209.9,3212.16,3208.85,3210.02,40.33703551799754,3212.1123228234424,3215.039904580042,-3.0243842027798564,-2.9275817565994657,2.9275817565994657,4.9885036148209325,3.1465437829402005,-1.307995191093596,-1.3885884159935813,0.002859795266073162,1
2025-05-01 16:15:00,3210.08,3214.54,3210.08,3211.96,44.82862992556489,3212.0818582587544,3214.7599132545834,-2.8751187177331303,-2.6780549958289157,2.6780549958289157,4.95503907090515,2.836664904066226,-1.1823961528743894,-1.3241712872668359,0.002472010859412954,1
2025-05-01 17:30:00,3216.28,3216.28,3212.6,3212.87,42.14113490744538,3215.9710417645547,3215.6396364453212,0.06355814231073964,0.33140531923345407,0.33140531923345407,3.911119018580362,2.100042592197746,-1.1650554318407558,-0.24564966340130923,0.0025491227469520705,1
2025-05-01 17:35:00,3212.95,3215.17,3212.95,3213.71,44.78479634095625,3215.518833411644,3215.464214950292,-0.11034159286373324,0.05461846135222004,0.05461846135222004,3.7960390886817774,2.3554440487567527,-1.4440443454723209,-0.45604514854630906,0.0032672518677789864,1
2025-05-01 17:40:00,3213.58,3213.68,3209.83,3211.18,38.84502109496522,3214.6510667293155,3215.0747408639018,-0.44715373189956154,-0.4236741345862356,0.4236741345862356,3.8020362966330867,2.971491208157937,-2.0952354763776384,-0.8418592259513389,0.004440735181459932,1
2025-05-01 17:45:00,3211.1,3214.24,3210.08,3213.1,44.99635213491367,3214.3408533834527,3214.895218967183,-0.552779724228003,-0.5543655837304868,0.5543655837304868,3.827605132587856,2.9085162311442625,-1.6301883811020161,-0.7444174781380752,0.004073947278329326,1
2025-05-01 17:50:00,3213.13,3214.7,3213.07,3214.7,49.682663768311315,3214.4126827067626,3214.877471788348,-0.5016003196506063,-0.46478908158542254,0.46478908158542254,3.6706333374029847,2.8028455778900225,-1.1061507048816566,-0.586743161944014,0.0030484959716303717,1
2025-05-01 17:55:00,3214.68,3215.74,3213.92,3214.53,49.1879152327453,3214.4361461654103,3214.8458834439525,-0.4693475061535537,-0.40973727854225217,0.40973727854225217,3.538445241874179,2.7602745435410627,-0.2149205639052525,-0.22885741994923592,0.0028713373339182002,1
2025-05-01 18:00:00,3214.22,3214.73,3212.67,3213.66,46.551917450833784,3214.280916932328,3214.7380758581385,-0.508131227702961,-0.4571589258102904,0.4571589258102904,3.432842010311734,2.3838158020169407,-0.05993645112448576,-0.1571431090446822,0.0036313735740558517,1
2025-05-01 18:05:00,3213.81,3216.18,3213.81,3215.22,51.708051393233006,3214.4687335458625,3214.7818871437626,-0.4082822206241872,-0.3131535979000546,0.3131535979000546,3.3676390095751807,1.5297116649708105,0.05605083909995301,-0.09558464458541494,0.0029609171378630617,1
2025-05-01 18:10:00,3215.2,3217.77,3215.13,3217.23,57.568245488841825,3215.02098683669,3215.004442857966,-0.165058272393253,0.016543978724257613,0.016543978724257613,3.315664794605516,1.7007501613348759,0.5848406712798351,0.1585594140133253,0.0026326995583156876,1
2025-05-01 18:15:00,3217.26,3218.84,3217.26,3217.81,59.15730826343166,3215.578789469352,3215.2594935072416,0.07365061322798283,0.3192959621105729,0.3192959621105729,3.193831594990846,1.9955308400277545,1.2978725370239772,0.521417649103114,0.0023369931723749016,1
2025-05-01 18:20:00,3217.54,3217.54,3215.25,3215.72,51.44369282033091,3215.6070315754823,3215.301357733856,0.09311027446165099,0.30567384162623057,0.30567384162623057,3.148557909634353,1.9556993634418942,1.1382980296198184,0.5194705900935332,0.002689910813130414,1
2025-05-01 18:25:00,3215.31,3216.88,3214.6,3216.84,54.94194599675468,3215.853625260386,3215.4412343035056,0.19664009138887195,0.41239095688024463,0.41239095688024463,3.0865180589461993,2.031154296931481,0.8326384236956983,0.4367914455397113,0.0027293866030015934,1
2025-05-01 19:05:00,3225.44,3225.95,3224.06,3224.74,64.78198260499508,3223.1760192641664,3220.2914710036694,2.6306586314376545,2.884548260497013,2.884548260497013,2.831849146470181,3.6983042660876246,1.4300441388418221,1.43936309778519,0.0022172330172354204,1
2025-05-01 19:10:00,3224.75,3226.67,3224.51,3225.7,67.05817129750058,3223.6808154113332,3220.7831554578815,2.710368056239531,2.8976599534516936,2.8976599534516936,2.7838599217223003,2.8252789439668167,1.5320353110732867,1.484875543441376,0.003056700871128859,1
