datetime,open,high,low,close,rsi,ema_9,ema_21,macd_line,target,target_up_move,target_down_move
2024-01-03 15:00:00,2038.030029,2048.76001,2031.95996,2032.59998,10.734893426238358,2046.19899840645,2054.0284669521766,-6.775381474623373,0,-0.1099899999999252,1.1099899999999252
2024-01-03 16:00:00,2033.01001,2036.040039,2031.48999,2032.48999,10.690015605553896,2043.4571967251602,2052.070423592888,-7.5876896878683056,1,0.9200399999999718,1.6899399999999787
2024-01-03 17:00:00,2032.60999,2033.78003,2030.80005,2033.41003,14.030351723784875,2041.4477633801282,2050.3740241753526,-8.064250599238676,1,2.5200199999999313,0.40002000000004045
2024-01-03 18:00:00,2033.51001,2036.37,2033.01001,2035.93005,22.81597082825813,2040.3442207041026,2049.0609356139566,-8.144697004451928,1,0.8299600000000282,5.190059999999903
2024-01-03 19:00:00,2035.96997,2042.23999,2030.73999,2036.76001,25.598375562451707,2039.6273785632823,2047.9426696490516,-8.04870011959656,1,4.050050000000056,0.13000999999985652
2024-01-03 20:00:00,2036.78003,2042.37,2036.63,2040.81006,37.763082380715176,2039.8639148506259,2047.2942505900469,-7.558684895056558,1,0.639889999999923,0.4200499999999465
2024-01-03 21:00:00,2041.18994,2041.83997,2040.39001,2041.44995,39.499602757645164,2040.1811218805008,2046.7629505364062,-7.037585617766581,1,1.6000990000000002,-0.3501000000001113
2024-01-03 23:00:00,2042.35999,2043.98999,2041.80005,2043.050049,43.852340369144684,2040.7549073044006,2046.4254140330963,-6.421473322251586,0,-0.8100589999999102,1.4200489999998354
2024-01-04 00:00:00,2043.040039,2043.23999,2041.63,2042.23999,42.14667108701906,2041.0519238435206,2046.0449209391786,-5.930205166822361,1,0.09997999999995955,2.0300300000001243
2024-01-04 01:00:00,2042.20996,2043.32996,2040.20996,2042.33997,42.45362557701779,2041.3095330748167,2045.7081072174349,-5.469752165653517,1,2.2700199999999313,-0.030029999999896972
2024-01-04 02:00:00,2042.38,2044.80005,2042.37,2044.60999,49.24694268178,2041.9696244598535,2045.6082783794861,-4.865580815271414,1,0.07995000000005348,0.4200499999999465
2024-01-04 03:00:00,2044.68994,2046.90002,2044.18994,2044.68994,49.480326494561396,2042.5136875678832,2045.52479307226,-4.330401200980305,0,-1.5,2.1599100000000817
2024-01-04 04:00:00,2044.59998,2044.73999,2042.53003,2043.18994,45.15203835798224,2042.6489380543067,2045.3125337020545,-3.9814097515959475,1,0.6600399999999809,0.6999499999999443
2024-01-04 05:00:00,2043.17004,2044.41003,2042.48999,2043.84998,47.40157382281749,2042.8891464434455,2045.1795742745949,-3.6099584479291025,1,3.4600800000000618,0.1099899999999252
2024-01-04 06:00:00,2043.85999,2048.63989,2043.73999,2047.31006,57.54405554517931,2043.7733291547565,2045.3732547950863,-3.001778441375791,1,0.3998999999998887,0.7300999999999931
2024-01-04 07:00:00,2047.26001,2049.57007,2046.57996,2047.70996,58.56996616764247,2044.5606553238053,2045.5856825409874,-2.4591749782202896,0,-0.8499699999999848,2.1999499999999443
2024-01-04 08:00:00,2047.76001,2048.61011,2045.51001,2046.85999,55.40802782979647,2045.0205222590444,2045.7015286736248,-2.0738373933752428,1,1.1500200000000405,0.45996999999988475
2024-01-04 09:00:00,2046.84998,2051.050049,2046.40002,2048.01001,58.75540573544293,2045.6184198072356,2045.9113906123862,-1.656561765438255,1,0.020019000000047527,1.3000500000000557
2024-01-04 10:00:00,2048.070068,2050.82007,2046.70996,2048.030029,58.815202746194096,2046.1007416457885,2046.1039941021693,-1.309161261892541,0,-2.820069000000103,3.06005899999991
2024-01-04 11:00:00,2048.01001,2048.48999,2044.96997,2045.20996,47.936979857527334,2045.9225853166308,2046.0227182746992,-1.2470249327682268,1,0.8200690000001032,1.8099399999998695
2024-01-04 12:00:00,2045.15002,2046.21997,2043.40002,2046.030029,50.872857869974574,2045.9440740533048,2046.02338288609,-1.1187129035938597,0,-5.7700190000000475,7.119999000000007
2024-01-04 13:00:00,2046.089966,2047.31995,2038.91003,2040.26001,35.307478980382584,2044.807261242644,2045.4994398964454,-1.4657210869634127,0,-0.820069999999987,3.940059999999903
2024-01-04 14:00:00,2040.38,2042.60999,2036.31995,2039.43994,33.68013787744738,2043.7337969941152,2044.9485762694958,-1.7863089105496783,1,5.6700499999999465,0.2899199999999382
2024-01-04 15:00:00,2039.43994,2047.68994,2039.15002,2045.10999,51.022314271589,2044.0090355952923,2044.9632502449963,-1.5648132291935326,0,-0.280029999999897,0.8699999999998909
2024-01-04 16:00:00,2045.17004,2046.81006,2044.23999,2044.82996,50.30052951837213,2044.1732204762338,2044.9511329499965,-1.3957826728126292,0,-1.519900000000007,3.899910000000091
2024-01-04 17:00:00,2044.82996,2045.12,2040.93005,2043.31006,46.346562655063465,2044.0005883809872,2044.8019444999968,-1.3686905540205316,0,-0.07006999999998698,1.6700499999999465
2024-01-04 18:00:00,2043.19995,2044.040039,2041.64001,2043.23999,46.160693473734014,2043.8484687047899,2044.6599486363607,-1.3374565515023278,1,1.1800499999999374,0.679930000000013
2024-01-04 19:00:00,2043.21997,2044.93994,2042.56006,2044.42004,49.918971283725696,2043.962782963832,2044.6381387603278,-1.2036087540707285,0,-1.1600300000000061,1.2900399999998626
2024-01-04 20:00:00,2044.53003,2044.91003,2043.13,2043.26001,46.38250195279379,2043.8222283710659,2044.5128543275707,-1.1775639127315571,1,0.1600300000000061,0.09997999999995955
2024-01-04 21:00:00,2043.28003,2044.40002,2043.16003,2043.42004,46.95848521407443,2043.7417906968528,2044.413507570519,-1.13097295256307,1,0.7999300000001313,0.530029999999897
2024-01-04 23:00:00,2043.81006,2044.82996,2042.89001,2044.21997,49.944962258800274,2043.8374265574823,2044.3959132459263,-1.0177694031140163,1,0.18004999999993743,0.8399699999999939
2024-01-05 00:00:00,2044.26001,2044.76001,2043.38,2044.40002,50.64001366300942,2043.949945245986,2044.3962865872059,-0.903115688837488,1,1.8199500000000626,0.21997000000010303
2024-01-05 01:00:00,2044.39001,2048.32007,2044.18005,2046.21997,57.29930343314284,2044.403950196789,2044.5620759883689,-0.6578141669535853,1,0.020019999999931315,0.45996000000013737
2024-01-05 02:00:00,2046.20996,2047.96997,2045.76001,2046.23999,57.36960004548304,2044.7711581574315,2044.7146136257898,-0.456532870127603,0,-0.8599899999999252,1.3599899999999252
2024-01-05 03:00:00,2046.33997,2046.51001,2044.88,2045.38,53.19016488383852,2044.8929265259453,2044.7751032961726,-0.3622343854906376,0,-0.6999500000001717,0.8299500000000535
2024-01-05 04:00:00,2045.40002,2046.42004,2044.55005,2044.68005,49.902488370045546,2044.8503512207562,2044.7664620874295,-0.34006224641029803,0,-0.15002000000004045,1.4700900000000274
2024-01-05 05:00:00,2044.73999,2045.26001,2043.20996,2044.53003,49.17859681605315,2044.786286976605,2044.7449682612996,-0.33078296654480255,0,-2.0200199999999313,3.570069999999987
2024-01-05 06:00:00,2044.48999,2045.14001,2040.95996,2042.51001,40.408771322822524,2044.331031581284,2044.541790237545,-0.48088446560700504,1,0.6700399999999718,0.3900100000000748
2024-01-05 07:00:00,2042.48999,2047.089966,2042.12,2043.18005,44.083754637133715,2044.1008352650272,2044.4179956704952,-0.5395547060049921,0,-0.5900799999999435,1.75
2024-01-05 08:00:00,2043.19995,2044.42004,2041.43005,2042.58997,41.57491960501913,2043.7986622120218,2044.2518115186322,-0.6264445558210809,0,-3.6799399999999878,4.119999999999891
2024-01-05 09:00:00,2042.44995,2043.73999,2038.46997,2038.91003,29.816721929192084,2042.8209357696173,2043.7661950169384,-0.9809381469212894,1,1.2299800000000687,1.4700900000000274
2024-01-05 10:00:00,2038.93994,2040.35999,2037.43994,2040.14001,36.48759531503656,2042.284750615694,2043.4365418335803,-1.1493784459662493,0,-0.8100500000000466,2.849969999999985
2024-01-05 11:00:00,2040.10999,2040.42004,2037.29004,2039.32996,34.11478534296212,2041.6937924925553,2043.0632162123457,-1.3328683845802516,1,0.9300499999999374,0.8199500000000626
2024-01-05 12:00:00,2039.34998,2040.98999,2038.51001,2040.26001,39.16192306358684,2041.4070359940442,2042.8083792839504,-1.3872469019038363,0,-0.08996999999999389,15.540039999999863
2024-01-05 13:00:00,2040.42004,2041.85999,2024.71997,2040.17004,38.84210071060455,2041.1596367952357,2042.5685302581367,-1.4212191658821212,1,6.609989999999925,1.280029999999897
2024-01-05 14:00:00,2040.29004,2049.21997,2038.89001,2046.78003,63.30514672767297,2042.2837154361887,2042.9513938710334,-0.9043467326355312,1,15.109860000000026,-0.1599100000000817
2024-01-05 15:00:00,2046.93994,2062.73999,2046.93994,2061.88989,81.79779485363723,2046.2049503489511,2044.673075337303,0.7162612048953179,0,-16.089839999999867,16.809933999999885
2024-01-05 19:00:00,2048.11011,2048.3999,2045.079956,2045.80005,51.243092495007566,2046.123970279161,2044.7755275793666,0.6942857576059396,0,-1.4200499999999465,2.79004000000009
2024-01-07 23:00:00,2044.68994,2045.73999,2043.01001,2044.38,49.4323482856187,2045.775176223329,2044.7395705266968,0.555876096537304,1,1.6700489999998354,0.5100000000002183
2024-01-08 00:00:00,2044.41003,2046.35999,2043.87,2046.050049,51.664241343289795,2045.8301507786634,2044.8587049333605,0.5743239906114468,0,-2.1700489999998354,3.0200199999999313
2024-01-08 01:00:00,2045.95996,2046.68005,2043.030029,2043.88,48.56924751456247,2045.4401206229309,2044.7697317576003,0.4091231441952914,0,-2.4899900000000343,2.5100000000002183
2024-01-08 02:00:00,2043.85999,2043.87,2041.37,2041.39001,45.12294998535934,2044.6300984983448,2044.4624843250913,0.07639822869327872,0,-5.229980000000069,6.219970000000103
2024-01-08 03:00:00,2041.35999,2041.55005,2035.17004,2036.16003,38.7123225601575,2042.936084798676,2043.707715750083,-0.602360702012902,0,-0.280029999999897,0.4600800000000618
2024-01-08 04:00:00,2036.20996,2037.69995,2035.69995,2035.88,38.38786415826893,2041.5248678389407,2042.9961052273482,-1.1496259531129454,0,-5.020010000000184,8.58996000000002
2024-01-08 05:00:00,2035.87,2036.20996,2027.29004,2030.85999,32.896101687756186,2039.3918922711528,2041.8928220248617,-1.9657505122015664,1,2.219966000000113,0.41003999999998086
2024-01-08 06:00:00,2030.56995,2033.38,2030.44995,2033.079956,37.30329162291585,2038.1295050169224,2041.091652386238,-2.405671320465217,0,-1.5699460000000727,4.380006000000094
2024-01-08 07:00:00,2033.079956,2033.30005,2028.69995,2031.51001,35.472649197184865,2036.8056060135382,2040.2205939874889,-2.8481614201537013,0,-3.140010000000075,4.1300099999998565
2024-01-08 08:00:00,2031.29004,2031.81995,2027.38,2028.37,31.98446604842256,2035.1184848108305,2039.1432672613535,-3.4128691458906815,1,0.75,1.6800599999999122
2024-01-08 09:00:00,2028.31006,2031.83997,2026.68994,2029.12,33.71433419353711,2033.9187878486646,2038.2320611466848,-3.756581818238601,0,-1.4699799999998504,2.0599409999999807
2024-01-08 10:00:00,2029.15002,2029.60999,2027.060059,2027.65002,31.944978519483215,2032.6650342789317,2037.270057406077,-4.1003256861095,0,-7.53002000000015,10.28002000000015
2024-01-08 11:00:00,2027.59998,2027.94995,2017.37,2020.12,24.597559999842744,2030.1560274231456,2035.710961278252,-4.923598680183886,1,4.599970000000212,1.0899709999998777
2024-01-08 12:00:00,2020.10999,2024.98999,2019.030029,2024.71997,34.77954316849964,2029.0688159385165,2034.7117802529563,-5.14555457377287,0,-5.709960000000137,6.189940000000206
2024-01-08 13:00:00,2024.73999,2025.57996,2018.53003,2019.01001,29.31904408338987,2027.0570547508132,2033.2843465935964,-5.71630822745351,1,7.530030000000124,0.44994999999994434
2024-01-08 14:00:00,2018.98999,2027.23999,2018.56006,2026.54004,42.53832614767379,2026.9536518006507,2032.6712278123603,-5.4976506258931295,1,7.579959999999801,0.9400600000001305
2024-01-08 15:00:00,2026.62,2034.81995,2025.59998,2034.12,52.47905487400756,2028.3869214405208,2032.802934374873,-4.659017227224467,0,-1.8800099999998565,2.609989999999925
2024-01-08 16:00:00,2034.68994,2036.91003,2031.51001,2032.23999,50.090968059742885,2029.1575351524168,2032.751757613521,-4.098846362430322,0,-4.5,5.059940000000097
2024-01-08 17:00:00,2032.29004,2033.089966,2027.18005,2027.73999,44.68319820025807,2028.8740261219336,2032.2961423759282,-3.972229914372747,0,-1.0999799999999595,1.25
2024-01-08 18:00:00,2027.68994,2028.37,2026.48999,2026.64001,43.41033514782429,2028.427222897547,2031.781948523571,-3.915509108466267,1,2.7700199999999313,0.020010000000183936
2024-01-08 19:00:00,2026.62,2029.56006,2026.62,2029.41003,47.58791244640584,2028.6237843180377,2031.5663195668826,-3.6054782877874914,0,-2.1700399999999718,3.2200900000000274
2024-01-08 20:00:00,2029.40002,2029.83997,2026.18994,2027.23999,44.71462366276101,2028.3470254544304,2031.173016878984,-3.4945971799875224,1,0.8299560000000383,-0.020019999999931315
2024-01-08 21:00:00,2027.38,2028.76001,2027.26001,2028.069946,46.09766457143843,2028.2916095635446,2030.890919526349,-3.3016927316543843,1,2.800053999999818,0.07995600000003833
2024-01-08 23:00:00,2028.19995,2030.98999,2027.98999,2030.87,50.71905452479537,2028.8072876508359,2030.8890177512262,-2.8895645088105084,1,3.520010000000184,0.05004999999982829
2024-01-09 00:00:00,2030.93005,2034.95996,2030.81995,2034.39001,55.989597457440155,2029.923832120669,2031.207289773842,-2.2529439979348354,0,-2.0700600000000122,3.089960000000019
2024-01-09 01:00:00,2034.39001,2035.57996,2031.30005,2032.31995,52.3324386156473,2030.4030556965351,2031.3084407034928,-1.8936256603776656,1,1.7600059999999758,0.07996000000002823
2024-01-09 02:00:00,2032.32996,2035.93005,2032.23999,2034.079956,55.10284816253658,2031.1384357572283,2031.560396639539,-1.4501293257060297,0,-0.4199260000000322,0.9599560000001475
2024-01-09 03:00:00,2034.21997,2035.030029,2033.12,2033.66003,54.266724040521076,2031.6427546057828,2031.751272399581,-1.1196333674793095,0,-0.7100800000000618,1.3599799999999505
2024-01-09 04:00:00,2033.56995,2034.98999,2032.30005,2032.94995,52.76249477515878,2031.9041936846263,2031.8602430905282,-0.9045829914616661,0,-0.08996000000001914,2.5399199999999382
2024-01-09 05:00:00,2033.040039,2033.55005,2030.41003,2032.85999,52.557419115980956,2032.095352947701,2031.9511291732074,-0.7329638878413789,1,0.38000000000010914,1.6199999999998909
2024-01-09 06:00:00,2032.79004,2035.29004,2031.23999,2033.23999,53.40737736164591,2032.324280358161,2032.0682983392794,-0.5598382210409909,1,2.8800099999998565,1.0200199999999313
2024-01-09 07:00:00,2033.30005,2037.16003,2032.21997,2036.12,59.515233669635336,2033.083424286529,2032.4366348538902,-0.18807414339335082,0,-1.7900399999998626,4.729989999999816
2024-01-09 08:00:00,2036.26001,2038.089966,2031.39001,2034.32996,54.57453957254561,2033.3327314292233,2032.6087553217183,-0.03745790998391385,1,1.1600300000000061,1.1200000000001182
2024-01-09 09:00:00,2034.31995,2037.10999,2033.20996,2035.48999,57.13671716023421,2033.7641831433787,2032.8706857470165,0.17351113795757556,1,0.020019999999931315,0.6099899999999252
2024-01-09 10:00:00,2035.55005,2038.58997,2034.88,2035.51001,57.18302752359553,2034.1133485147031,2033.1106243154695,0.33841998021421205,0,-0.570069999999987,1.7199699999998757
2024-01-09 11:00:00,2035.45996,2035.73999,2033.79004,2034.93994,55.292931036319295,2034.2786668117626,2033.2769257413358,0.4182897571365629,1,1.4500700000000961,0.9499499999999443
2024-01-09 12:00:00,2035.089966,2036.40002,2033.98999,2036.39001,59.11259091368299,2034.7009354494103,2033.5599334012145,0.5917740580623558,1,2.319949999999835,4.630000000000109
2024-01-09 13:00:00,2036.46997,2041.84998,2031.76001,2038.70996,64.50370656466704,2035.5027403595284,2034.0281176374676,0.9060181792090134,0,-3.8900099999998474,4.679930999999897
2024-01-09 14:00:00,2038.67004,2040.099976,2034.030029,2034.81995,51.78312667093092,2035.3661822876227,2034.1001023976978,0.8315816566976082,0,-5.9099200000000565,5.919930000000022
2024-01-09 15:00:00,2035.069946,2035.65002,2028.90002,2028.91003,38.850042323983345,2034.0749518300981,2033.6282776342707,0.2923391201807135,1,2.369999999999891,2.7399900000000343
2024-01-09 16:00:00,2028.83997,2031.62,2026.17004,2031.28003,44.97366804585377,2033.5159674640786,2033.4148005766097,0.05558398051425684,0,-3.570069999999987,4.119999999999891
2024-01-09 17:00:00,2031.26001,2032.089966,2027.16003,2027.70996,38.51773401704858,2032.3547659712629,2032.8961787060086,-0.4153332825351299,1,1.510010000000193,0.8399600000000191
2024-01-09 18:00:00,2027.73999,2029.37,2026.87,2029.21997,42.40333913362562,2031.7278067770105,2032.5619779145534,-0.6590957731573326,0,-0.29993000000013126,1.3499700000002122
2024-01-09 19:00:00,2029.23999,2030.10999,2027.87,2028.92004,41.820040683381905,2031.1662534216086,2032.230892649594,-0.8664927584236466,0,-0.3900100000000748,0.5100099999999657
2024-01-09 20:00:00,2029.069946,2031.19995,2028.41003,2028.53003,41.005070621463325,2030.639008737287,2031.89445059054,-1.0502206214282523,1,1.809940000000097,0.07006999999998698
2024-01-09 21:00:00,2028.45996,2030.39001,2028.45996,2030.33997,46.39190366622189,2030.5792009898296,2031.753134173218,-1.03781594860925,1,0.5100099999999657,1.9099200000000565
2024-01-09 23:00:00,2030.70996,2031.30005,2028.43005,2030.84998,47.881880684476954,2030.633356791864,2031.67102924838,-0.9755856670717549,0,-0.5399199999999382,1.0899699999999939
2024-01-10 00:00:00,2030.81995,2031.23999,2029.76001,2030.31006,46.36602700459469,2030.5686974334913,2031.5473047712544,-0.9587825044188776,1,1.5399199999999382,3.0100099999999657
2024-01-10 01:00:00,2030.31995,2032.56995,2027.30005,2031.84998,51.25627651874171,2030.824953946793,2031.5748207011404,-0.8118487159654251,1,0.030020000000149594,1.4399499999999534
2024-01-10 02:00:00,2031.84998,2032.93005,2030.41003,2031.88,51.35235428471401,2031.0359631574345,2031.602564273764,-0.6850830558839789,0,-2.8699900000001435,3.6199900000001435
2024-01-10 03:00:00,2031.89001,2032.060059,2028.26001,2029.01001,42.46178403290928,2030.6307725259476,2031.3668775216036,-0.8069030879471484,1,0.8699900000001435,0.44994999999994434
2024-01-10 04:00:00,2029.030029,2030.70996,2028.56006,2029.88,45.6321043954942,2030.4806180207584,2031.2317068378213,-0.8237497445438748,0,-3.140010000000075,4.339960000000019
2024-01-10 05:00:00,2030.01001,2030.28003,2025.54004,2026.73999,37.37384065257676,2029.7324924166066,2030.823368943474,-1.0780463587489066,0,-2.0699500000000626,2.75
2024-01-10 06:00:00,2026.76001,2027.069946,2023.98999,2024.67004,32.99950600574182,2028.7200019332854,2030.2639754031582,-1.4301203857328346,1,6.419926000000032,0.280029999999897
2024-01-10 07:00:00,2024.59998,2031.71997,2024.39001,2031.089966,52.25642703786769,2029.1939947466285,2030.3390654574166,-1.1775333426489851,1,4.239994000000024,0.7399860000000444
2024-01-10 08:00:00,2031.12,2035.93994,2030.34998,2035.32996,60.57222334531278,2030.421187797303,2030.792783143106,-0.6279851881802188,1,0.45006999999986874,0.6099899999999252
2024-01-10 09:00:00,2035.35999,2036.19995,2034.71997,2035.78003,61.36587928773118,2031.4929562378425,2031.2461692210054,-0.1543679709961907,0,-0.8400899999999183,0.9799799999998413
2024-01-10 10:00:00,2035.76001,2040.14001,2034.80005,2034.93994,58.906658002613845,2032.1823529902742,2031.5819665645502,0.15144310196615152,0,-0.9099109999999655,2.089960000000019
2024-01-10 11:00:00,2034.87,2035.35999,2032.84998,2034.030029,56.19640536976721,2032.5518881922196,2031.8045176950457,0.3167273317571926,0,-2.4400590000000193,2.570069000000103
2024-01-10 12:00:00,2034.099976,2035.70996,2031.45996,2031.58997,49.42126700849893,2032.3595045537759,2031.7850133591323,0.24796551371014175,0,-1.2899199999999382,1.4899940000000242
2024-01-10 13:00:00,2031.57996,2034.089966,2030.099976,2030.30005,46.152915823175626,2031.9476136430208,2031.6500166901203,0.0883668754829614,0,-2.8700000000001182,3.6400200000000495
2024-01-10 14:00:00,2030.28003,2033.38,2026.66003,2027.43005,39.667648180565656,2031.0441009144167,2031.2663833546549,-0.26662769150971144,1,0.5599400000000969,2.5100099999999657
2024-01-10 15:00:00,2027.33997,2029.85999,2024.92004,2027.98999,41.45111277503191,2030.4332787315334,2030.9685294133224,-0.4970512674553902,0,-0.9000240000000304,3.160030000000006
2024-01-10 16:00:00,2027.95996,2028.55005,2024.82996,2027.089966,39.37248306624181,2029.7646161852267,2030.6159327393839,-0.7437149435672836,0,-2.9899900000000343,4.539915999999948
2024-01-10 17:00:00,2027.099976,2027.81006,2022.55005,2024.099976,33.22282903882939,2028.6316881481814,2030.0235730358033,-1.1670122972891477,0,-0.339966000000004,2.709965999999895
2024-01-10 18:00:00,2024.089966,2024.58997,2021.39001,2023.76001,32.57994670981128,2027.6573525185452,2029.4541582143665,-1.512476032572522,1,0.3199460000000727,3.20995999999991
2024-01-10 19:00:00,2023.84998,2024.48999,2020.55005,2024.079956,33.917104415937914,2026.9418732148363,2028.9655943766968,-1.7403795512977922,0,-0.4799760000000788,2.179935999999998
2024-01-10 20:00:00,2024.16003,2025.079956,2021.90002,2023.59998,32.83171051309556,2026.2734945718692,2028.4778112515426,-1.9373917377488397,1,0.8399600000000191,0.14002000000004955
2024-01-10 21:00:00,2023.68005,2024.58997,2023.45996,2024.43994,36.76642239172387,2025.9067836574955,2028.1107320468568,-2.002662120435616,1,2.410039999999981,-0.17004999999994652
2024-01-10 23:00:00,2024.64001,2028.069946,2024.60999,2026.84998,46.71723480611663,2026.0954229259964,2027.9961182244153,-1.838723621167901,1,1.1199900000001435,0.17993999999998778
2024-01-11 00:00:00,2026.88,2028.53003,2026.67004,2027.96997,50.72143875688531,2026.4703323407973,2027.9937411131048,-1.5999837300475974,1,3.2100799999998344,-2.3800099999998565
2024-01-12 00:00:00,2035.20996,2035.41003,2030.34998,2031.18005,60.23758998780805,2027.412275872638,2028.2834055573678,-1.13862861614939,1,2.809940000000097,1.030029999999897
2024-01-12 01:00:00,2031.17004,2034.85999,2030.15002,2033.98999,66.52488787614067,2028.7278186981105,2028.8021859612436,-0.5400374743073826,1,0.060058999999910156,0.6899399999999787
2024-01-12 02:00:00,2034.030029,2035.31995,2033.30005,2034.050049,66.65012241560632,2029.7922647584885,2029.2792644193123,-0.06011050592042011,0,-0.04003899999997884,0.18004900000005364
2024-01-12 03:00:00,2034.12,2035.76001,2033.87,2034.01001,66.46593336622205,2030.6358138067908,2029.7093321993748,0.3133916773560941,1,0.75,1.1099899999999252
2024-01-12 04:00:00,2033.98999,2035.079956,2032.90002,2034.76001,68.28981703531271,2031.4606530454328,2030.1684847267043,0.6622792377311271,1,1.3800000000001091,0.9699699999998757
2024-01-12 05:00:00,2034.73999,2037.10999,2033.79004,2036.14001,71.46299622878414,2032.3965244363465,2030.7113506606404,1.0381623207856592,0,-0.8499699999999848,1.2000700000000961
2024-01-12 06:00:00,2036.069946,2036.85999,2034.93994,2035.29004,66.882718933523,2032.9752275490773,2031.1275951460368,1.2530228294949666,1,2.2899199999999382,1.0
2024-01-12 07:00:00,2035.18005,2039.41003,2034.29004,2037.57996,72.21378583531326,2033.896174039262,2031.7141737691245,1.5897530533613917,1,1.230099999999993,0.4199300000000221
2024-01-12 08:00:00,2037.56995,2039.82996,2037.16003,2038.81006,74.6494860077427,2034.8789512314097,2032.3592543355676,1.933583820739841,0,-0.6201200000000426,0.8900200000000495
2024-01-12 09:00:00,2038.65002,2040.13,2037.92004,2038.18994,71.15569499443485,2035.5411489851278,2032.8893166686978,2.1314634952300366,1,7.730099999999993,0.05993999999986954
2024-01-12 10:00:00,2038.18994,2046.16003,2038.13,2045.92004,82.49995436062423,2037.6169271881024,2034.0739278806343,2.878853399799482,0,-0.4300499999999374,1.75
2024-01-12 11:00:00,2046.23999,2047.44995,2044.17004,2045.48999,80.54188008631013,2039.191539750482,2035.1117517096675,3.3973018617864454,1,2.359989999999925,-0.09997999999995955
2024-01-12 12:00:00,2045.58997,2053.37988,2045.58997,2047.84998,83.00183028829701,2040.9232278003856,2036.269772463334,3.9530392965421015,1,8.260130000000117,3.3800099999998565
2024-01-12 13:00:00,2047.46997,2056.61011,2044.46997,2056.11011,88.60448283318661,2043.9606042403084,2038.0734395121217,5.002324987059637,0,-0.06006100000013248,2.6801800000002913
2024-01-12 14:00:00,2056.37988,2062.28003,2053.42993,2056.050049,88.3691646721723,2046.3784931922469,2039.7076767382925,5.762617172085584,0,-2.290038999999979,4.81005899999991
2024-01-12 15:00:00,2056.26001,2060.070068,2051.23999,2053.76001,79.43193898427825,2047.8547965537975,2040.9851615802659,6.109935662666203,0,-5.370120000000043,5.370120000000043
2024-01-12 16:00:00,2053.73999,2055.59009,2048.38989,2048.38989,62.86598947487835,2047.961815243038,2041.6583187093327,5.884036751723215,0,-4.399899999999889,6.849849999999833
2024-01-12 17:00:00,2048.15991,2048.59009,2041.54004,2043.98999,52.83470081383716,2047.1674501944306,2041.870288826666,5.2890067018192894,1,3.5400399999998626,0.8699900000001435
2024-01-12 18:00:00,2043.94995,2048.76001,2043.12,2047.53003,58.72278740713546,2047.2399661555446,2042.3848107515146,5.044937839908016,0,-0.13000999999985652,1.239989999999807
